filename,Artistic Categories,Score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood
1190838675c644de86cfe71cc5129b18.jpg,sketching*classicism*landscapes,6.75,5.83,,6.33,6,6,5.5,,5.83,6.17,6.5
f7c78ad82fea4881a77a1df120ea8e1d.jpg,sketching*classicism*landscapes,6.75,7.33,,6.5,6.5,6.33,5.67,,6.67,6.33,7.33
068d8a2b421b4eb4a9535fe2a6cb8835.jpg,sketching*classicism*landscapes,6.833,5.67,,6.17,6.17,6.67,7,,5.67,6.67,6.5
26449e4a8750475f922b7d089595c40d.jpg,sketching*classicism*landscapes,6.833,6.17,,6,6.33,5.33,5.67,,6.17,6.17,6.33
9f0e7032952542319479ece1aae394b7.jpg,sketching*classicism*landscapes,6.833,5.83,,6.83,6.33,6.33,5.5,,6.17,6.83,6.83
0c14fb294b53461f8f8c45d575e3e762.jpg,sketching*classicism*landscapes,6.917,6.33,,6.67,6.67,6.67,6.33,,6,6,6.33
2670b4ec309a4a2a9ad88e753961774d.jpg,sketching*classicism*landscapes,6.917,6.17,,6.67,6.83,6.67,5.33,,6,6.83,6.33
3198372c75794dcca51cd8bda337d551.jpg,sketching*classicism*landscapes,6.917,5.83,,6,6,6.17,5.5,,6.17,6.33,6.67
4e38a9e0e22341f3ae83ff131d41fd23.jpg,sketching*classicism*landscapes,6.917,6.17,,6,6.33,6.17,6.33,,5.5,6.67,6.5
51c3e0c7243e4931a641087dc016ed91.jpg,sketching*classicism*landscapes,6.917,6,,6.5,6,6.17,4.83,,5.67,6.83,6.17
540d815bbeaf489eb05e3d84f2a91fdb.jpg,sketching*classicism*landscapes,6.917,6.5,,6.67,6.33,6.67,4.83,,6,7,6.33
92540b364796417f9108191474e629ed.jpg,sketching*classicism*landscapes,6.917,5.83,,7,6.5,6.5,4.67,,5.83,6.5,6.33
473a86aac21243779c10337547213f72.jpg,sketching*classicism*landscapes,7,6.17,,6.33,6.33,6.17,5.83,,4.83,6.5,6.83
51e9973df5174ffb8e25362237ff8f49.jpg,sketching*classicism*landscapes,7,6.17,,6.5,7.33,7,6.17,,5.33,6.67,6.17
4cf92b468ea04a7eba7ee3676dc5b4e0.jpg,sketching*classicism*landscapes,7.083,6.17,,6.17,6.33,5.67,5,,6.33,7,6.33
8cf012919fc34e399d926ad9c78dcce9.jpg,sketching*classicism*landscapes,7.083,6.33,,6.33,6.67,6.33,5.83,,5.83,6.5,5.5
bd4f845d0afc4e9f84d1e225eb46fc2a.jpg,sketching*classicism*landscapes,7.083,6.67,,7.17,6.83,6.5,5.67,,6.17,6.5,6.33
79aa05b82fff4212a339b70960712907.jpg,sketching*classicism*landscapes,7.143,6.57,,7.43,6.86,7,5.86,,6.43,7,7.29
a306d99f4396405593078ff5b3e56465.jpg,sketching*classicism*landscapes,7.167,5.67,,7.33,6.5,6.5,6,,5.83,6.83,7.17
d4271608df0d477ba0bad54bcc909930.jpg,sketching*classicism*landscapes,7.167,6.83,,7.17,7.17,6.67,7.33,,7.17,7.17,7.5
0324b0ffb71f490f9b2ef709b75471d0.jpg,sketching*classicism*landscapes,7.25,5.83,,6.33,6.67,6.5,5.67,,5.5,6.83,6.33
564843e2aa904968a5e123e73aa65fa3.jpg,sketching*classicism*landscapes,7.25,5.83,,5.5,6.17,5.83,5.33,,5.33,6,6.67
8ec03b151e4243378e5fb0831d32d00f.jpg,sketching*classicism*landscapes,7.25,6.67,,7.17,7,6.67,5.83,,6.67,7.17,7
9b3ad749156047dc9ba1a4c2d5c7364f.jpg,sketching*classicism*landscapes,7.25,6.5,,7.33,7,6.5,6.5,,6.5,7.17,6.67
be1f3880c04049d3974c06c6b8e76e9e.jpg,sketching*classicism*landscapes,7.25,6.5,,7,7.33,6.33,6.83,,6.17,7,7.33
3c503751cb8b4d28a79510291305f0d2.jpg,sketching*classicism*landscapes,7.333,7,,7,7.5,7.17,6.33,,6.5,7.17,7.33
5980508113444e88b4c442013a85310c.jpg,sketching*classicism*landscapes,7.333,6.83,,7,7.33,6.67,5.17,,5.67,6.67,6.33
a05648540f3041a1b4af74e348964bfc.jpg,sketching*classicism*landscapes,7.333,6.83,,7.17,7.17,6.5,5.83,,5.83,7.17,7
2e14107238bc4205b8b50d3df5b3995d.jpg,sketching*classicism*landscapes,7.417,6,,6.5,7,6.67,5.83,,6.33,6.83,6.67
49327c83b61944bfadeb204f07d64797.jpg,sketching*classicism*landscapes,7.417,6,,6.33,6.5,6.5,6.33,,7.5,7,6.83
67d7df4fb1154560bb49d2b72fb980e7.jpg,sketching*classicism*landscapes,7.417,7,,7,7,6.67,4.67,,7.33,7.17,6.67
70c1f7619d0440da938cdc32b088ac88.jpg,sketching*classicism*landscapes,7.5,6.5,,7.17,6.5,6.33,6,,7,7,6.83
1862f7147b614b7fb9bdb3f6a018fbc1.jpg,sketching*classicism*landscapes,7.583,6.5,,7.33,7.17,7.17,5.5,,7,7.17,7.33
164a79062ca9460c865f776290de2ccb.jpg,sketching*classicism*landscapes,7.667,6.5,,6.67,7.17,7.17,5.17,,6.33,7.5,6.67
a8f555cdf12b42f3b60bbd37c55a8bec.jpg,sketching*classicism*landscapes,7.667,6,,6.67,6.33,6.17,6.17,,5.83,6.67,7
aeaf02da99224476844db0a52af62f58.jpg,sketching*classicism*landscapes,7.667,6.5,,7.17,6.83,6.67,7.17,,6.5,7,7.33
7469f9ae12d04b93a1cd3b7630b42b66.jpg,sketching*classicism*landscapes,7.833,7.5,,7.5,7.33,6.83,7.5,,6.33,7.33,7.5
7b56cf40908247a0875bedb3cbebeec1.jpg,sketching*classicism*landscapes,8,7.83,,7.5,8,7.5,6.67,,6.67,7.83,7.5
c1444f27fba249db9e1c52007b41c919.jpg,sketching*classicism*landscapes,8.071,7.57,,7.71,7.71,7.29,6.71,,7.71,7.29,8
ee1fabedcab8463aabdf151ad4581ab1.jpg,sketching*classicism*landscapes,8.167,6.83,,7,6.83,6.67,7.67,,6.83,8,7
a633d8f405ec4d49871fa54347d730ff.jpg,sketching*classicism*landscapes,8.5,7.33,,7.5,7.33,7.33,7.83,,7.5,8,7.83
a302ffbf8bc54680832ff5c9062e9e1e.jpg,sketching*classicism*landscapes,8.571,7.29,,7.29,8,7.43,8.29,,7.71,8,8.14
fa4e253c96b449e6b1656ad5e4d9ac53.jpg,sketching*classicism*landscapes,8.583,7.83,,8.17,8.5,8.5,8.33,,8,8.33,8.5
f66cdefaa18d4677b7006ca103408438.jpg,sketching*classicism*portraiture,3.071,,,4.29,3.71,,3.57,,4,4,
4c1b5c17496a42469f67a69ab18e680a.jpg,sketching*classicism*portraiture,3.917,,,3.17,3.5,,2.5,,3.67,2.83,
902961dde1d64703b23be0011d4e2575.jpg,sketching*classicism*portraiture,4.083,,,5.33,4.33,,3.67,,3.67,4,
9a10bef9b45a441cbb44c8417ff1247c.jpg,sketching*classicism*portraiture,4.167,,,4.5,4.67,,4.5,,4,4.33,
73f4485f71864aa1982c0149d40bacd3.jpg,sketching*classicism*portraiture,4.25,,,4,4,,3.67,,3.67,3.67,
7eea5718bd59427a8792d6624e79e21f.jpg,sketching*classicism*portraiture,4.333,,,4.67,4.67,,4.17,,4,4.33,
3c9124aaa7644840b3f52477610676a0.jpg,sketching*classicism*portraiture,4.417,,,4.17,4.67,,3.5,,4.67,3.83,
49d50bb4f66d4fe295f98fdb1b699df0.jpg,sketching*classicism*portraiture,4.417,,,3.67,4.33,,4,,4.83,3.33,
513606c606bb4f6a995206f1e9c5db66.jpg,sketching*classicism*portraiture,4.417,,,4.5,4.33,,4.17,,4.83,3.5,
ccebfce976d143e1a529f5496b21a0f4.jpg,sketching*classicism*portraiture,4.643,,,4.57,4.57,,4.14,,4,4,
8454ceaf407c4bafb882b54cc012afcf.jpg,sketching*classicism*portraiture,4.667,,,5.33,4.5,,4.17,,3.83,4.67,
191ddb2f8b9b497a80ea3bbf4180e202.jpg,sketching*classicism*portraiture,4.75,,,4.67,4.67,,4,,4.5,4,
b773f73e91b841718d38dd2591e68021.jpg,sketching*classicism*portraiture,4.75,,,5.67,5.83,,5,,4.83,5,
65d1fbbf9638458399c40a7b61bf288a.jpg,sketching*classicism*portraiture,4.833,,,4.67,5,,4.5,,5,4.33,
93067fbc31634989aaf557acead460ca.JPG,sketching*classicism*portraiture,4.833,,,4.83,4.83,,4.5,,5.5,5.17,
6d167b0379794aa2920dbad44dd4da94.jpg,sketching*classicism*portraiture,4.917,,,4.83,4.5,,4.33,,4.33,4.5,
b9c5ec2839cf4dc9a1eab2390a35a172.jpg,sketching*classicism*portraiture,4.917,,,5,5.5,,4.5,,4.83,4.5,
efcac3df9dd747a6ab72e97a002f60f6.png,sketching*classicism*portraiture,5.143,,,5.14,5.14,,4.86,,4.86,4.71,
886938a318bb4c7892f9944714a72b53.jpg,sketching*classicism*portraiture,5.167,,,5.67,5.17,,5,,5,4.83,
923c4f0184fa4e899f20f07cd2febd70.jpg,sketching*classicism*portraiture,5.25,,,5,4.83,,5,,4.33,5.5,
06aafd9d84524ea2b5f0c47d685f068f.jpg,sketching*classicism*portraiture,5.417,,,5.17,5,,3.83,,4.83,5,
0ca4e28531fa4588b4102c243da40972.jpg,sketching*classicism*portraiture,5.417,,,5.33,5.83,,4.83,,5.83,4.83,
47ae2d0411fc443a9b9cedf6a8cd4631.jpg,sketching*classicism*portraiture,5.417,,,5,5.17,,4.67,,5.17,5.17,
f0e510041afc4b92a6ab4431b75d9e2b.jpg,sketching*classicism*portraiture,5.429,,,5.14,4.57,,4.57,,5.29,4.86,
8a391be30cde4c30ab1611ef2e8ddd25.jpg,sketching*classicism*portraiture,5.5,,,5.5,5.17,,5.17,,5.33,5.67,
8be0d6a8da944563a50b6e462ad79096.jpg,sketching*classicism*portraiture,5.75,,,5.5,5.17,,5.17,,4.83,5.33,
a541f48f563c4d54904133028bf591d4.jpg,sketching*classicism*portraiture,5.75,,,5.5,5.83,,6.17,,6.17,6,
824ec30085204ea984d56b5be36f21c6.jpg,sketching*classicism*portraiture,5.833,,,5.83,5.67,,5.67,,5,6.5,
27c082447a954fb685da1d33e36f25b3.jpg,sketching*classicism*portraiture,5.917,,,5.17,5.17,,4.83,,6.17,5,
72e9133930064724a1c65e0e8a14a3bf.png,sketching*classicism*portraiture,5.917,,,5.33,5.83,,6.83,,4.83,5.33,
96725c4c924a48e5b352ea7405116dfe.JPG,sketching*classicism*portraiture,5.917,,,5.5,6,,5.5,,5.5,5.17,
2451f9e592e54209a4bf93c7bb133a28.jpg,sketching*classicism*portraiture,6,,,5.67,5.33,,5.17,,5.33,5.5,
b89dbbc91e0c4e1cb466c5977675b9bd.jpg,sketching*classicism*portraiture,6,,,5.33,5.17,,4.67,,6.5,5,
eb3d2b22fde1414e8075c64da9432ec1.jpg,sketching*classicism*portraiture,6.214,,,6.14,5.43,,5.29,,4.86,5.71,
5bad79153ca84fe4aaa2ffef535e575c.jpg,sketching*classicism*portraiture,6.25,,,6.17,6.17,,6.5,,6,6.17,
72153a7e458844319721592e202e4478.png,sketching*classicism*portraiture,6.25,,,5.83,5.83,,5.5,,4.83,5.67,
aa50fb84a78a4001ada2a048996d2593.png,sketching*classicism*portraiture,6.25,,,6.33,6.17,,6,,4.17,6.33,
7d3ae1388d0c4ec59c515af77d5f0367.jpg,sketching*classicism*portraiture,6.333,,,5.67,6,,5.83,,6.33,6.17,
e58acfeb44f6498cb2aa812d407b0c09.jpg,sketching*classicism*portraiture,6.357,,,5.71,6.29,,6,,6.29,5.71,
e66387a7c0544eb68dbcb26737e983e3.jpg,sketching*classicism*portraiture,6.357,,,6.14,6.14,,6.43,,6.43,6.43,
ade15c23cea14a97bd7e68cc1353ff32.jpg,sketching*classicism*portraiture,6.417,,,5.83,6.17,,6.5,,5.67,6.83,
6b0bd0abd10a49b3a7d52888f2da00b3.jpg,sketching*classicism*portraiture,6.583,,,5.83,6.17,,6.33,,5.5,6.17,
8df9092723e54ebe9410d7e3e095800a.jpg,sketching*classicism*portraiture,6.75,,,5.5,6.5,,6.83,,6.5,6.83,
142ff21a16dd4b83886cbdac2a508017.png,sketching*classicism*portraiture,6.833,,,6.83,7,,6.33,,7,6,
814f7a8bf22a45e8aecd13ec2a3d2ef9.png,sketching*classicism*portraiture,6.833,,,7.33,7,,7.17,,6.5,6.5,
b57eae1f3635471c8ac39b9e47c4f99d.png,sketching*classicism*portraiture,6.833,,,6.5,6.5,,6.83,,6.17,6.5,
1d1aafcea8eb447ba425bc7a945681f1.png,sketching*classicism*portraiture,7,,,6.33,6.67,,6.17,,6.83,6.17,
1fa1fff8367c45b28c529c341ef4b887.png,sketching*classicism*portraiture,7,,,6.5,7.17,,6,,7.5,6,
3692e4ca80134d9fb80be78924249741.png,sketching*classicism*portraiture,7,,,6.5,7.33,,6.67,,7.33,6.33,
1fd50c1c23cf4d2dab8c013114c370f2.png,sketching*classicism*portraiture,7.083,,,6.33,6.33,,6,,7,6.17,
46dace7570fe4fabbfe9d43c29e5bdac.jpg,sketching*classicism*portraiture,7.083,,,6.17,6.67,,6,,7.5,6.5,
503e8789d67341649ac493954cae4bbd.jpg,sketching*classicism*portraiture,7.083,,,6.67,6,,6,,6.67,6.67,
e4fc289743244c8a96e582e4bfc09a26.png,sketching*classicism*portraiture,7.143,,,7.29,7.14,,6.14,,6.57,7.14,
3604a9a3f4414d0983baf26caeeab97f.png,sketching*classicism*portraiture,7.167,,,6,6.17,,6.33,,7.17,6.67,
393a422a0f87495c97711ab5fd12fb0e.jpg,sketching*classicism*portraiture,7.167,,,6.5,7,,6.33,,7.33,7,
3ff6397b6d904d1d9413d634f373b0ba.jpg,sketching*classicism*portraiture,7.167,,,5.67,6.67,,6.17,,6.83,6.83,
86b936a7359d478a983360e6c226b091.png,sketching*classicism*portraiture,7.167,,,6.67,6.83,,6.67,,6.67,7,
e2e8759a46664e15a787c76b9a146d47.png,sketching*classicism*portraiture,7.357,,,6.86,7.43,,7.14,,7.29,7.14,
197043601afe4581b351b2bbc1c9be35.png,sketching*classicism*portraiture,7.417,,,6.83,7,,6.67,,6.83,6.33,
39ccb76fa11648588c7283f5a25d962c.jpg,sketching*classicism*portraiture,7.417,,,6,7.17,,7,,7.67,6.5,
3ac51f063aa74c578d274d819cfc9399.jpg,sketching*classicism*portraiture,7.417,,,6.5,7.67,,6.83,,7.5,7,
3db560c4f2df4b4d80f5d5954862275e.png,sketching*classicism*portraiture,7.417,,,6.33,6.67,,7.17,,7,6.83,
43e960ae357e48aa9e5740ab9de50285.jpg,sketching*classicism*portraiture,7.417,,,7,7,,6.83,,6.67,6.67,
5c14f6de30e14057a22d7ce634188109.png,sketching*classicism*portraiture,7.417,,,6.5,7.17,,7,,7.33,6.33,
676b7d6ff20a4fdbb18e9904247655bd.png,sketching*classicism*portraiture,7.417,,,6.67,7,,6.67,,6.67,7.17,
dcfb9571d3704537b20986caaf9d932d.png,sketching*classicism*portraiture,7.429,,,6.86,6.71,,6.43,,6.86,7,
efc59c376efc447bbafdb7dc29912f4e.png,sketching*classicism*portraiture,7.429,,,6.71,6.71,,7.14,,6.86,7.71,
8611c5eccbd64195b05b79b0cd6024aa.png,sketching*classicism*portraiture,7.5,,,7.5,6.67,,7.5,,7,6.83,
9c327c9f04154c46b6f703c33df7ae98.png,sketching*classicism*portraiture,7.5,,,7.17,7.33,,7.83,,8.33,7.5,
ccd60e822b144054acb1226937286c35.jpg,sketching*classicism*portraiture,7.571,,,6.86,7,,6.86,,6.57,7.43,
092344f3f185462c8a4cd49daddab2a3.png,sketching*classicism*portraiture,7.583,,,6.83,6.67,,6.33,,7.67,7,
19ea1968383a4c0bbb969b7b261c7128.jpg,sketching*classicism*portraiture,7.583,,,7.17,6.83,,6.33,,7.5,7.33,
31daf064ca3d489d80c1034a15406d5b.jpg,sketching*classicism*portraiture,7.583,,,7.17,8,,7.33,,7.83,7.17,
f6a3d71967804e1e9eea2e1551b1177c.png,sketching*classicism*portraiture,7.643,,,6.71,6.43,,6.43,,7.86,6.86,
0333257ec47b4772ae2ea868fc55fc60.png,sketching*classicism*portraiture,7.667,,,7.17,6.83,,6.33,,7,7.17,
2f27234bfd3e4c48a55feadee5a2de8b.jpg,sketching*classicism*portraiture,7.667,,,7,7.67,,7.17,,7.67,7,
38ef37dab9b3497796e323a401abe0c3.png,sketching*classicism*portraiture,7.667,,,7.17,7.33,,6.83,,8.17,6.83,
45c8d6842fec4833ab9e853a6c1be1b8.jpg,sketching*classicism*portraiture,7.667,,,6.83,7.17,,6.5,,7.33,6.83,
469f9b0250bc4129a8cf487d68580a00.png,sketching*classicism*portraiture,7.667,,,7,6.83,,6.33,,7.17,6.83,
955992d7b4174de382da7757726e1cd9.png,sketching*classicism*portraiture,7.667,,,7.17,6.83,,7.17,,7,7.5,
0bda0f800ffc472da2684a0bf6f05106.png,sketching*classicism*portraiture,7.75,,,7.5,7.83,,6.33,,7.67,6.33,
77ea758e3a6f45e187759c2c8ce14046.jpg,sketching*classicism*portraiture,7.75,,,6.67,7.5,,6.33,,7.67,7.17,
ac233d5fc5d64ec5a4e73bdcfd21c6e5.png,sketching*classicism*portraiture,7.75,,,8,7.5,,7.83,,8.17,8,
c647a655b0c14d90b64260d1125f23b9.jpg,sketching*classicism*portraiture,7.75,,,7.67,7.67,,8,,7.67,7.67,
f22c1212f8cd4ef8b3a1eaddd9cd8657.png,sketching*classicism*portraiture,7.786,,,6.57,6.86,,7.57,,6.86,7.71,
13d8235a6159464a9c36d149e667a846.png,sketching*classicism*portraiture,7.833,,,6.83,7.17,,6.83,,7.5,6.67,
149edfedf4564b5cb2a51f27e2cdd224.jpg,sketching*classicism*portraiture,7.833,,,7.33,6.67,,6.33,,7.17,6.67,
2d4ef6ce57af445d93b80fb117f9ccfc.jpg,sketching*classicism*portraiture,7.833,,,6.83,7.17,,6.33,,8.17,7.67,
2f8dd5c455f64a479778dae54b92d4d5.png,sketching*classicism*portraiture,7.833,,,6.83,6.83,,6.33,,7,7,
6c758844c6d04401bed5c4cced582579.png,sketching*classicism*portraiture,7.833,,,6.67,7.67,,7.33,,7.5,7.5,
a11eafd4a431436a8e97cf21e6d08a19.jpg,sketching*classicism*portraiture,7.833,,,7.17,7.33,,7.5,,7.33,7.83,
b4ea09d53eff43dcac2df3bf74b0476d.png,sketching*classicism*portraiture,7.833,,,6.67,6.83,,7,,7.83,8,
e0536fe23c394ef4bc79651f263e0535.jpg,sketching*classicism*portraiture,7.857,,,7.14,7,,7.29,,7.71,7.29,
f2d1b49033204d2b8029de363e76312f.png,sketching*classicism*portraiture,7.857,,,7.14,7.57,,7.29,,8.14,8.14,
11963ff1efde4c67a37e6323cc83a312.jpg,sketching*classicism*portraiture,7.917,,,7,7,,7,,7.83,7.67,
1a13099d64d74b90954d178c99ad3adf.png,sketching*classicism*portraiture,7.917,,,7.17,7.67,,6.67,,8.17,6.67,
7296f0598ebc400eadea28f0b0637a4a.jpg,sketching*classicism*portraiture,7.917,,,6.5,7.33,,7.33,,7.67,7.83,
c67bdc535c384713a682bdc42ae1fbd0.png,sketching*classicism*portraiture,7.917,,,7.33,7.17,,7.33,,7.33,7.17,
0c14715d67ad44a58f771cb8774c9182.jpg,sketching*classicism*portraiture,7.929,,,7.29,7.57,,6.86,,7.14,7.43,
024d15814f034e9091b9b14bdd49bfac.jpg,sketching*classicism*portraiture,8,,,7.83,8,,7.17,,7.83,7.67,
3e757e8f53194456b83c62bd95afad19.jpg,sketching*classicism*portraiture,8,,,6.5,7.33,,6.83,,7.83,7.83,
46a6cbd62fc84723a9ff4ae21e59637e.png,sketching*classicism*portraiture,8,,,7.5,7.33,,8.17,,7.83,7.5,
5bbd1293ee144797b5caae873a8bc40d.png,sketching*classicism*portraiture,8,,,7.5,7.83,,6.33,,8,7.5,
acadfe6e9f394a92bebaefc8fbd5c476.jpg,sketching*classicism*portraiture,8,,,7.5,7.17,,8,,7.67,8.33,
ad8d381bd4ca4ca9868916d0da0ea0c9.jpg,sketching*classicism*portraiture,8,,,7,7.33,,8,,7.5,7.33,
f7fb5c0067a74aef8cf62e109fc82055.jpg,sketching*classicism*portraiture,8,,,7.29,7.57,,8,,7.57,8,
edba3dad9444427a83849cc1be68796d.jpg,sketching*classicism*portraiture,8.071,,,7.86,8.14,,7.71,,7.57,8,
f0b9c502eb1445318525c15220ae5ecf.jpg,sketching*classicism*portraiture,8.071,,,8,7.43,,7.43,,8.43,8.29,
f4ac78bff0b744f082044d6806a6b66d.jpg,sketching*classicism*portraiture,8.071,,,7.57,7.71,,8.14,,8,8.29,
0444e8a10946440d94b2a150b8ac4011.jpg,sketching*classicism*portraiture,8.083,,,7.83,8.33,,7.5,,7.5,7.83,
16e0d039e498427b8e1a591ee8b454b3.png,sketching*classicism*portraiture,8.083,,,7.83,7.5,,7.17,,7.83,7.33,
6c010b2fe9714dd0bfc8916741204659.jpg,sketching*classicism*portraiture,8.083,,,7.5,8,,8.67,,7.67,7.5,
85da772290904efd91ae126af75e3076.png,sketching*classicism*portraiture,8.083,,,7.17,7.17,,6.5,,7.67,7.5,
216a48a291bc48858eb26eb455926c88.jpg,sketching*classicism*portraiture,8.167,,,7.33,7.83,,7.83,,8.67,7.5,
2fecd925a0a04adea70435e9de0e037c.jpg,sketching*classicism*portraiture,8.167,,,7.17,8.5,,7.5,,7.67,7.67,
6231c99e981445de8f410b16bf9b0899.png,sketching*classicism*portraiture,8.167,,,7.67,8.17,,7.67,,7.33,7.5,
68fc6f432c6944f6bb6935be797e56e8.jpg,sketching*classicism*portraiture,8.167,,,7.33,7.67,,8,,7.83,7.83,
706fb3f492d84091860274ba4319e31f.jpg,sketching*classicism*portraiture,8.167,,,7.5,7.5,,7.83,,7.83,8.17,
95c1c5aad2a94ec7b03eecada2ece195.png,sketching*classicism*portraiture,8.167,,,7.67,7.83,,8.17,,8.5,8.17,
b4db36bb085748d985c93cafefc02a61.jpg,sketching*classicism*portraiture,8.167,,,7,7.33,,8,,7.5,7.67,
b5f2d588343e4516a5aec659c894d957.jpg,sketching*classicism*portraiture,8.167,,,7.33,7.17,,7.67,,7.5,7.67,
3542a62a7a6c4a36b0770488732ecb82.png,sketching*classicism*portraiture,8.25,,,7.67,8.5,,7.83,,8.33,7.67,
378ca7a30200418eb88c87405b03a327.jpg,sketching*classicism*portraiture,8.25,,,7.5,7.67,,8.33,,7.83,7.83,
550e37b692c7469985dbf94ef04845a4.jpg,sketching*classicism*portraiture,8.25,,,7.5,7.17,,6.83,,7.83,7,
639b4f341b5849edb341c6162549176c.png,sketching*classicism*portraiture,8.25,,,7.33,7.33,,7.33,,8.17,7.5,
84510c4783964631b75440cffb292cb6.png,sketching*classicism*portraiture,8.25,,,7.33,7.67,,8,,8,8,
bd43a006dc264f8ebcc1f9520448de26.jpg,sketching*classicism*portraiture,8.25,,,6.67,7.5,,9,,8.67,8.33,
d7e677739115448db5f01078453cfe1d.jpg,sketching*classicism*portraiture,8.286,,,7.29,7.14,,7.71,,8.14,7.71,
dbd5a1b76b4240f887b5456944b8f542.jpg,sketching*classicism*portraiture,8.286,,,7,7.29,,8.71,,8,8.57,
5119bdce8f4846a0aee003acbcf16af5.png,sketching*classicism*portraiture,8.333,,,7.5,7.67,,7.67,,8,7.5,
53ef99cf80e94f87b045e84e009ba77a.png,sketching*classicism*portraiture,8.333,,,7,7.67,,7.67,,7.83,7.67,
758de8ce76c14d038f8886067147b542.jpg,sketching*classicism*portraiture,8.333,,,8,8,,7.67,,8.5,8,
7f3bd96f38c44e839b971fafed17b396.jpg,sketching*classicism*portraiture,8.333,,,8,8.33,,8.17,,8.5,8.33,
801f784e4eb145719a002f2f51f21af9.jpg,sketching*classicism*portraiture,8.333,,,7.5,7.67,,8.33,,8.17,7.83,
8083f5ea3a844a02a8a014fb6ed66ecc.png,sketching*classicism*portraiture,8.333,,,7.67,7.5,,7.83,,7.83,8.33,
898d3af3c8fd43748fcc71acebfb21ea.jpg,sketching*classicism*portraiture,8.333,,,7.5,8.17,,8.17,,8.33,7.5,
d68db227c7d9422eb6448a28c07b14ce.png,sketching*classicism*portraiture,8.357,,,7.43,7.43,,8,,7.43,8.29,
565ca4c3293f4a9f9f92235d1ffdb93e.jpg,sketching*classicism*portraiture,8.417,,,7.67,7.83,,7.33,,8.17,7.83,
87de09c3928349b2bb1608f24b5408bf.png,sketching*classicism*portraiture,8.417,,,7.33,7,,8,,8.17,8.33,
b07ee735a10c433d9421064b49a3a398.jpg,sketching*classicism*portraiture,8.417,,,7.83,7.83,,8.17,,8.17,8.33,
fe7f7c9a751a4ec7920957f341adfeb1.png,sketching*classicism*portraiture,8.444,,,8.22,7.67,,8.11,,8.56,8.44,
2508a1e0c98f4c3cb15add87fcb2c08b.png,sketching*classicism*portraiture,8.5,,,8.17,8.5,,7.5,,8.17,7.5,
6f76e4f1c9a34ee8bea5b66865f3e74b.jpg,sketching*classicism*portraiture,8.5,,,7.33,7.83,,8.17,,8.5,8,
aa3627a701af42cfb227f8ba30609071.jpg,sketching*classicism*portraiture,8.5,,,8,7.67,,8.5,,9,8.5,
ccb28cd48e9c4201bed615af984ede9d.jpg,sketching*classicism*portraiture,8.5,,,7.14,7.57,,8.29,,8.14,8.29,
5ba7db0ceb4d445bb52cbd820c572de4.jpg,sketching*classicism*portraiture,8.583,,,8,7.83,,7.5,,8.33,7.83,
74e94f5db6c04c7c8c10c3dfdd557920.jpg,sketching*classicism*portraiture,8.583,,,7.33,8.17,,8.5,,8.67,8.5,
975989a2342740b0860ca41d2d17d1a0.jpg,sketching*classicism*portraiture,8.583,,,7.83,8,,8.33,,8.33,8.33,
9cca27e7d2ae471780b4dea6f54797a4.jpg,sketching*classicism*portraiture,8.583,,,7.5,7.67,,8.33,,8.67,8.5,
b169a17dd5c14948be97949916cc2847.jpg,sketching*classicism*portraiture,8.583,,,7.83,8.33,,8.33,,8,8.5,
f66f93555f9e453da075d24d79a94e37.jpg,sketching*classicism*portraiture,8.643,,,7.29,7.57,,8.57,,8.71,8.71,
78c63f03b0bd453395f98d4069fcc1db.jpg,sketching*classicism*portraiture,8.75,,,7.83,8.33,,8.83,,7.83,8.67,
8e354d3bd64c427c8b17c698a436827c.jpg,sketching*classicism*portraiture,8.75,,,7.83,7.83,,8.33,,8.67,8.17,
6832d1289a4744b581de42adbadaea10.jpg,sketching*classicism*portraiture,8.833,,,7.5,8.33,,8.33,,8.83,8.67,
f942b0cf13014c08a6260753404f1816.png,sketching*classicism*portraiture,8.857,,,7.29,7.29,,9.29,,9.29,8.71,
79a5c2940aa9458c97fab335ea182594.png,sketching*classicism*portraiture,8.917,,,7.83,7.83,,8.33,,8.67,9,
f890768359f64b3e8fda47bc1f9b9d79.png,sketching*classicism*portraiture,8.929,,,8,8.14,,8.57,,8.86,9,
fcdf58f08ae24537bebefa1879e995e5.jpg,sketching*classicism*portraiture,8.929,,,8.43,8.57,,8.43,,8,8.71,
5786ee73ab0940599069fd9a91163d7a.png,sketching*classicism*portraiture,9.25,,,8.17,9,,8.67,,8.33,8.67,
c09a7fd4335a49268f1197565d836ab7.jpg,sketching*classicism*portraiture,2.083,,,2.33,2.33,,2.33,,2.5,2.67,
75b7c6c12c55423490d15488e63aa8e9.jpg,sketching*classicism*portraiture,2.25,,,2.67,2.33,,2.17,,2.17,2.33,
00e84f1a88f4443080ff6c16728501f8.jpg,sketching*classicism*portraiture,2.667,,,4,3.67,,3.33,,3,3.17,
69a54e3210984973b89b13d37969d8c2.jpg,sketching*classicism*portraiture,2.786,,,4.29,3.57,,2.86,,2.86,3.29,
85b4713bf34b4aa982725f84641026ac.jpg,sketching*classicism*portraiture,2.917,,,3.83,2.67,,2.5,,2.67,3,
